ID,DataType,ProductionString,UpdatedTS,DeviceID,MachineID
155,40,START-40-323-20231209-101437-END,2023-12-09 10:14:37,11,323
156,41,START-41-323-20231209-101437-END,2023-12-09 10:14:37,11,323
157,40,START-40-323-20231209-101441-END,2023-12-09 10:14:41,11,323
158,41,START-41-323-20231209-101441-END,2023-12-09 10:14:42,11,323
159,40,START-40-323-20231209-101445-END,2023-12-09 10:14:45,11,323
160,41,START-41-323-20231209-101445-END,2023-12-09 10:14:45,11,323
161,40,START-40-323-20231209-101449-END,2023-12-09 10:14:49,11,323
162,41,START-41-323-20231209-101449-END,2023-12-09 10:14:49,11,323
163,40,START-40-323-20231209-101453-END,2023-12-09 10:14:53,11,323
164,41,START-41-323-20231209-101453-END,2023-12-09 10:14:53,11,323
165,40,START-40-323-20231209-101457-END,2023-12-09 10:14:57,11,323
166,41,START-41-323-20231209-101457-END,2023-12-09 10:14:57,11,323
167,40,START-40-323-20231209-101501-END,2023-12-09 10:15:01,11,323
168,41,START-41-323-20231209-101501-END,2023-12-09 10:15:01,11,323
169,40,START-40-323-20231209-101505-END,2023-12-09 10:15:05,11,323
170,41,START-41-323-20231209-101505-END,2023-12-09 10:15:05,11,323
171,40,START-40-323-20231209-101509-END,2023-12-09 10:15:09,11,323
172,1,START-1-323-20231209-101429-20231209-101509-END,2023-12-09 10:15:09,11,323
173,11,START-11-323-20231209-101517-END,2023-12-09 10:15:17,11,323
174,41,START-41-323-20231209-101517-END,2023-12-09 10:15:17,11,323
175,40,START-40-323-20231209-101521-END,2023-12-09 10:15:21,11,323
176,41,START-41-323-20231209-101521-END,2023-12-09 10:15:21,11,323
177,40,START-40-323-20231209-101525-END,2023-12-09 10:15:25,11,323
178,41,START-41-323-20231209-101525-END,2023-12-09 10:15:25,11,323
179,40,START-40-323-20231209-101529-END,2023-12-09 10:15:29,11,323
180,41,START-41-323-20231209-101529-END,2023-12-09 10:15:29,11,323
181,40,START-40-323-20231209-101533-END,2023-12-09 10:15:33,11,323
182,41,START-41-323-20231209-101533-END,2023-12-09 10:15:33,11,323
183,40,START-40-323-20231209-101537-END,2023-12-09 10:15:37,11,323
184,41,START-41-323-20231209-101537-END,2023-12-09 10:15:37,11,323
185,40,START-40-323-20231209-101541-END,2023-12-09 10:15:41,11,323
186,41,START-41-323-20231209-101541-END,2023-12-09 10:15:41,11,323
187,40,START-40-323-20231209-101545-END,2023-12-09 10:15:45,11,323
188,41,START-41-323-20231209-101545-END,2023-12-09 10:15:45,11,323
189,40,START-40-323-20231209-101549-END,2023-12-09 10:15:49,11,323
190,41,START-41-323-20231209-101549-END,2023-12-09 10:15:49,11,323
191,40,START-40-323-20231209-101553-END,2023-12-09 10:15:53,11,323
192,41,START-41-323-20231209-101553-END,2023-12-09 10:15:53,11,323
193,40,START-40-323-20231209-101556-END,2023-12-09 10:15:57,11,323
194,1,START-1-323-20231209-101517-20231209-101557-END,2023-12-09 10:15:57,11,323
195,11,START-11-323-20231209-101605-END,2023-12-09 10:16:05,11,323
196,41,START-41-323-20231209-101605-END,2023-12-09 10:16:05,11,323
197,40,START-40-323-20231209-101609-END,2023-12-09 10:16:09,11,323
198,41,START-41-323-20231209-101609-END,2023-12-09 10:16:09,11,323
199,40,START-40-323-20231209-101612-END,2023-12-09 10:16:13,11,323
200,41,START-41-323-20231209-101613-END,2023-12-09 10:16:13,11,323
201,40,START-40-323-20231209-101616-END,2023-12-09 10:16:16,11,323
202,41,START-41-323-20231209-101617-END,2023-12-09 10:16:17,11,323
203,40,START-40-323-20231209-101620-END,2023-12-09 10:16:20,11,323
204,41,START-41-323-20231209-101620-END,2023-12-09 10:16:21,11,323
205,40,START-40-323-20231209-101624-END,2023-12-09 10:16:24,11,323
206,41,START-41-323-20231209-101624-END,2023-12-09 10:16:24,11,323
207,40,START-40-323-20231209-101628-END,2023-12-09 10:16:28,11,323
208,41,START-41-323-20231209-101628-END,2023-12-09 10:16:28,11,323
209,40,START-40-323-20231209-101632-END,2023-12-09 10:16:32,11,323
210,41,START-41-323-20231209-101632-END,2023-12-09 10:16:32,11,323
211,40,START-40-323-20231209-101636-END,2023-12-09 10:16:36,11,323
212,41,START-41-323-20231209-101636-END,2023-12-09 10:16:36,11,323
213,40,START-40-323-20231209-101640-END,2023-12-09 10:16:40,11,323
214,41,START-41-323-20231209-101640-END,2023-12-09 10:16:40,11,323
215,40,START-40-323-20231209-101644-END,2023-12-09 10:16:44,11,323
216,1,START-1-323-20231209-101605-20231209-101644-END,2023-12-09 10:16:44,11,323
217,11,START-11-323-20231209-101652-END,2023-12-09 10:16:52,11,323
218,41,START-41-323-20231209-101652-END,2023-12-09 10:16:52,11,323
219,40,START-40-323-20231209-101656-END,2023-12-09 10:16:56,11,323
220,41,START-41-323-20231209-101656-END,2023-12-09 10:16:56,11,323
221,40,START-40-323-20231209-101700-END,2023-12-09 10:17:00,11,323
222,41,START-41-323-20231209-101700-END,2023-12-09 10:17:00,11,323
223,40,START-40-323-20231209-101704-END,2023-12-09 10:17:04,11,323
224,41,START-41-323-20231209-101704-END,2023-12-09 10:17:04,11,323
225,40,START-40-323-20231209-101708-END,2023-12-09 10:17:08,11,323
226,41,START-41-323-20231209-101708-END,2023-12-09 10:17:08,11,323
227,40,START-40-323-20231209-101712-END,2023-12-09 10:17:12,11,323
228,41,START-41-323-20231209-101712-END,2023-12-09 10:17:12,11,323
229,40,START-40-323-20231209-101716-END,2023-12-09 10:17:16,11,323
230,41,START-41-323-20231209-101716-END,2023-12-09 10:17:16,11,323
231,40,START-40-323-20231209-101720-END,2023-12-09 10:17:20,11,323
232,41,START-41-323-20231209-101720-END,2023-12-09 10:17:20,11,323
233,40,START-40-323-20231209-101724-END,2023-12-09 10:17:24,11,323
234,41,START-41-323-20231209-101724-END,2023-12-09 10:17:24,11,323
235,40,START-40-323-20231209-101728-END,2023-12-09 10:17:28,11,323
236,41,START-41-323-20231209-101728-END,2023-12-09 10:17:28,11,323
237,40,START-40-323-20231209-101732-END,2023-12-09 10:17:32,11,323
238,1,START-1-323-20231209-101652-20231209-101732-END,2023-12-09 10:17:32,11,323
239,11,START-11-323-20231209-101740-END,2023-12-09 10:17:40,11,323
240,41,START-41-323-20231209-101740-END,2023-12-09 10:17:40,11,323
241,40,START-40-323-20231209-101744-END,2023-12-09 10:17:44,11,323
242,41,START-41-323-20231209-101744-END,2023-12-09 10:17:44,11,323
243,40,START-40-323-20231209-101748-END,2023-12-09 10:17:48,11,323
244,41,START-41-323-20231209-101748-END,2023-12-09 10:17:48,11,323
245,40,START-40-323-20231209-101752-END,2023-12-09 10:17:52,11,323
246,41,START-41-323-20231209-101752-END,2023-12-09 10:17:52,11,323
247,40,START-40-323-20231209-101755-END,2023-12-09 10:17:55,11,323
248,41,START-41-323-20231209-101756-END,2023-12-09 10:17:56,11,323
249,40,START-40-323-20231209-101759-END,2023-12-09 10:17:59,11,323
250,41,START-41-323-20231209-101800-END,2023-12-09 10:18:00,11,323
251,40,START-40-323-20231209-101803-END,2023-12-09 10:18:03,11,323
252,41,START-41-323-20231209-101803-END,2023-12-09 10:18:03,11,323
253,40,START-40-323-20231209-101807-END,2023-12-09 10:18:07,11,323
254,41,START-41-323-20231209-101807-END,2023-12-09 10:18:07,11,323
255,40,START-40-323-20231209-101811-END,2023-12-09 10:18:11,11,323
256,41,START-41-323-20231209-101811-END,2023-12-09 10:18:11,11,323
257,40,START-40-323-20231209-101815-END,2023-12-09 10:18:15,11,323
258,41,START-41-323-20231209-101815-END,2023-12-09 10:18:15,11,323
259,40,START-40-323-20231209-101819-END,2023-12-09 10:18:19,11,323
260,1,START-1-323-20231209-101740-20231209-101819-END,2023-12-09 10:18:19,11,323
261,11,START-11-323-20231209-101827-END,2023-12-09 10:18:27,11,323
262,41,START-41-323-20231209-101827-END,2023-12-09 10:18:27,11,323
263,40,START-40-323-20231209-101831-END,2023-12-09 10:18:31,11,323
264,41,START-41-323-20231209-101831-END,2023-12-09 10:18:31,11,323
265,40,START-40-323-20231209-101835-END,2023-12-09 10:18:35,11,323
266,41,START-41-323-20231209-101835-END,2023-12-09 10:18:35,11,323
267,40,START-40-323-20231209-101839-END,2023-12-09 10:18:39,11,323
268,41,START-41-323-20231209-101839-END,2023-12-09 10:18:39,11,323
269,40,START-40-323-20231209-101843-END,2023-12-09 10:18:43,11,323
270,41,START-41-323-20231209-101843-END,2023-12-09 10:18:43,11,323
271,40,START-40-323-20231209-101847-END,2023-12-09 10:18:47,11,323
272,41,START-41-323-20231209-101847-END,2023-12-09 10:18:47,11,323
273,40,START-40-323-20231209-101851-END,2023-12-09 10:18:51,11,323
274,41,START-41-323-20231209-101851-END,2023-12-09 10:18:51,11,323
275,40,START-40-323-20231209-101855-END,2023-12-09 10:18:55,11,323
276,41,START-41-323-20231209-101855-END,2023-12-09 10:18:55,11,323
277,40,START-40-323-20231209-101859-END,2023-12-09 10:18:59,11,323
278,41,START-41-323-20231209-101859-END,2023-12-09 10:18:59,11,323
279,40,START-40-323-20231209-101903-END,2023-12-09 10:19:03,11,323
280,41,START-41-323-20231209-101903-END,2023-12-09 10:19:03,11,323
281,40,START-40-323-20231209-101907-END,2023-12-09 10:19:07,11,323
282,1,START-1-323-20231209-101827-20231209-101907-END,2023-12-09 10:19:07,11,323
283,11,START-11-323-20231209-101915-END,2023-12-09 10:19:15,11,323
284,41,START-41-323-20231209-101915-END,2023-12-09 10:19:15,11,323
285,40,START-40-323-20231209-101919-END,2023-12-09 10:19:19,11,323
286,41,START-41-323-20231209-101919-END,2023-12-09 10:19:19,11,323
287,40,START-40-323-20231209-101923-END,2023-12-09 10:19:23,11,323
288,41,START-41-323-20231209-101923-END,2023-12-09 10:19:23,11,323
289,40,START-40-323-20231209-101927-END,2023-12-09 10:19:27,11,323
290,41,START-41-323-20231209-101927-END,2023-12-09 10:19:27,11,323
291,40,START-40-323-20231209-101931-END,2023-12-09 10:19:31,11,323
292,41,START-41-323-20231209-101931-END,2023-12-09 10:19:31,11,323
293,40,START-40-323-20231209-101935-END,2023-12-09 10:19:35,11,323
294,41,START-41-323-20231209-101935-END,2023-12-09 10:19:35,11,323
295,40,START-40-323-20231209-101938-END,2023-12-09 10:19:38,11,323
296,41,START-41-323-20231209-101939-END,2023-12-09 10:19:39,11,323
297,40,START-40-323-20231209-101942-END,2023-12-09 10:19:42,11,323
298,41,START-41-323-20231209-101942-END,2023-12-09 10:19:43,11,323
299,40,START-40-323-20231209-101946-END,2023-12-09 10:19:46,11,323
300,41,START-41-323-20231209-101946-END,2023-12-09 10:19:46,11,323
301,40,START-40-323-20231209-101950-END,2023-12-09 10:19:50,11,323
302,41,START-41-323-20231209-101950-END,2023-12-09 10:19:50,11,323
303,40,START-40-323-20231209-101954-END,2023-12-09 10:19:54,11,323
304,1,START-1-323-20231209-101915-20231209-101954-END,2023-12-09 10:19:54,11,323
305,11,START-11-323-20231209-102002-END,2023-12-09 10:20:02,11,323
306,41,START-41-323-20231209-102002-END,2023-12-09 10:20:02,11,323
307,40,START-40-323-20231209-102006-END,2023-12-09 10:20:06,11,323
308,41,START-41-323-20231209-102006-END,2023-12-09 10:20:06,11,323
309,40,START-40-323-20231209-102010-END,2023-12-09 10:20:10,11,323
310,41,START-41-323-20231209-102010-END,2023-12-09 10:20:10,11,323
311,40,START-40-323-20231209-102014-END,2023-12-09 10:20:14,11,323
312,41,START-41-323-20231209-102014-END,2023-12-09 10:20:14,11,323
313,40,START-40-323-20231209-102018-END,2023-12-09 10:20:18,11,323
314,41,START-41-323-20231209-102018-END,2023-12-09 10:20:18,11,323
315,40,START-40-323-20231209-102022-END,2023-12-09 10:20:22,11,323
316,41,START-41-323-20231209-102022-END,2023-12-09 10:20:22,11,323
317,40,START-40-323-20231209-102026-END,2023-12-09 10:20:26,11,323
318,41,START-41-323-20231209-102026-END,2023-12-09 10:20:26,11,323
319,40,START-40-323-20231209-102030-END,2023-12-09 10:20:30,11,323
320,41,START-41-323-20231209-102030-END,2023-12-09 10:20:30,11,323
321,40,START-40-323-20231209-102034-END,2023-12-09 10:20:34,11,323
322,41,START-41-323-20231209-102034-END,2023-12-09 10:20:34,11,323
323,40,START-40-323-20231209-102038-END,2023-12-09 10:20:38,11,323
324,41,START-41-323-20231209-102038-END,2023-12-09 10:20:38,11,323
325,40,START-40-323-20231209-102042-END,2023-12-09 10:20:42,11,323
326,1,START-1-323-20231209-102002-20231209-102042-END,2023-12-09 10:20:42,11,323
327,11,START-11-323-20231209-102050-END,2023-12-09 10:20:50,11,323
328,41,START-41-323-20231209-102050-END,2023-12-09 10:20:50,11,323
329,40,START-40-323-20231209-102054-END,2023-12-09 10:20:54,11,323
330,41,START-41-323-20231209-102054-END,2023-12-09 10:20:54,11,323
331,40,START-40-323-20231209-102058-END,2023-12-09 10:20:58,11,323
332,41,START-41-323-20231209-102058-END,2023-12-09 10:20:58,11,323
333,40,START-40-323-20231209-102102-END,2023-12-09 10:21:02,11,323
334,41,START-41-323-20231209-102102-END,2023-12-09 10:21:02,11,323
335,40,START-40-323-20231209-102106-END,2023-12-09 10:21:06,11,323
336,41,START-41-323-20231209-102106-END,2023-12-09 10:21:06,11,323
337,40,START-40-323-20231209-102110-END,2023-12-09 10:21:10,11,323
338,41,START-41-323-20231209-102110-END,2023-12-09 10:21:10,11,323
339,40,START-40-323-20231209-102114-END,2023-12-09 10:21:14,11,323
340,41,START-41-323-20231209-102114-END,2023-12-09 10:21:14,11,323
341,40,START-40-323-20231209-102118-END,2023-12-09 10:21:18,11,323
342,41,START-41-323-20231209-102118-END,2023-12-09 10:21:18,11,323
343,40,START-40-323-20231209-102121-END,2023-12-09 10:21:22,11,323
344,41,START-41-323-20231209-102122-END,2023-12-09 10:21:22,11,323
345,40,START-40-323-20231209-102125-END,2023-12-09 10:21:25,11,323
346,41,START-41-323-20231209-102125-END,2023-12-09 10:21:26,11,323
347,40,START-40-323-20231209-102129-END,2023-12-09 10:21:29,11,323
348,1,START-1-323-20231209-102050-20231209-102129-END,2023-12-09 10:21:30,11,323
349,11,START-11-323-20231209-102137-END,2023-12-09 10:21:38,11,323
350,41,START-41-323-20231209-102138-END,2023-12-09 10:21:38,11,323
351,40,START-40-323-20231209-102141-END,2023-12-09 10:21:41,11,323
352,41,START-41-323-20231209-102141-END,2023-12-09 10:21:42,11,323
353,40,START-40-323-20231209-102145-END,2023-12-09 10:21:45,11,323
354,41,START-41-323-20231209-102145-END,2023-12-09 10:21:46,11,323
355,40,START-40-323-20231209-102149-END,2023-12-09 10:21:49,11,323
356,41,START-41-323-20231209-102149-END,2023-12-09 10:21:49,11,323
357,40,START-40-323-20231209-102153-END,2023-12-09 10:21:53,11,323
358,41,START-41-323-20231209-102153-END,2023-12-09 10:21:53,11,323
359,40,START-40-323-20231209-102157-END,2023-12-09 10:21:57,11,323
360,41,START-41-323-20231209-102157-END,2023-12-09 10:21:57,11,323
361,40,START-40-323-20231209-102201-END,2023-12-09 10:22:01,11,323
362,41,START-41-323-20231209-102201-END,2023-12-09 10:22:01,11,323
363,40,START-40-323-20231209-102205-END,2023-12-09 10:22:05,11,323
364,41,START-41-323-20231209-102205-END,2023-12-09 10:22:05,11,323
365,40,START-40-323-20231209-102209-END,2023-12-09 10:22:09,11,323
366,41,START-41-323-20231209-102209-END,2023-12-09 10:22:09,11,323
367,40,START-40-323-20231209-102213-END,2023-12-09 10:22:13,11,323
368,41,START-41-323-20231209-102213-END,2023-12-09 10:22:13,11,323
369,40,START-40-323-20231209-102217-END,2023-12-09 10:22:17,11,323
370,1,START-1-323-20231209-102137-20231209-102217-END,2023-12-09 10:22:17,11,323
371,11,START-11-323-20231209-102225-END,2023-12-09 10:22:25,11,323
372,41,START-41-323-20231209-102225-END,2023-12-09 10:22:25,11,323
373,40,START-40-323-20231209-102229-END,2023-12-09 10:22:29,11,323
374,41,START-41-323-20231209-102229-END,2023-12-09 10:22:29,11,323
375,40,START-40-323-20231209-102233-END,2023-12-09 10:22:33,11,323
376,41,START-41-323-20231209-102233-END,2023-12-09 10:22:33,11,323
377,40,START-40-323-20231209-102237-END,2023-12-09 10:22:37,11,323
378,41,START-41-323-20231209-102237-END,2023-12-09 10:22:37,11,323
379,40,START-40-323-20231209-102241-END,2023-12-09 10:22:41,11,323
380,41,START-41-323-20231209-102241-END,2023-12-09 10:22:41,11,323
381,40,START-40-323-20231209-102245-END,2023-12-09 10:22:45,11,323
382,41,START-41-323-20231209-102245-END,2023-12-09 10:22:45,11,323
383,40,START-40-323-20231209-102249-END,2023-12-09 10:22:49,11,323
